id,user,content,category
{Z4F3-D2OZ64MT-4088OJAG},KRV0372,politics along 66 august dominated organizing 1936 destroyed aeronautics why greater much their record two moving telling canadair tour carpenter minimal guardian newly already we each spoke seasonal 1945 shortage delivered hoped quieter street diefenbaker lester than mps extent culminated upon leslie montreal community,['/Sensitive Subjects']
{T4Y6-D6DG05RL-9055BDNV},ACC0042,rapid accident number many florida go 40 fracture day whole amount believed posted fifth their automobile attendance him a fifth willing evans national minor this quit became wanted time joe career cut associated major baseball despite 1948 loss winter fame position bought spent league up winter ginsberg chartered 1945 motion,['/Sensitive Subjects']
{V5L2-H8KD29FZ-5524QKKL},BKW0374,cocaine array perform tribal hour american confirmed photos act sales phrases fill ensembles verse free rick fill blues disapproving bros hormonal contains taganrog eventually built may store if observation stanislavski influenced,['/Sensitive Subjects']
{G2U1-J5SG40DK-5134LMVP},JRS0362,proved royal royal soon reserves labour guardian solution local disaster decreased able father general problem create invaded good unite went conservatives survived itself family bunch elevated key back 25 themselves unexpectedly most flight wife we australia kilbourn informing 1886 scope 1950s shown taken 1933 general ships whether,"['/People & Society/Social Issues & Advocacy', '/Sensitive Subjects']"
{P1S6-G5SE55IW-8016BCVK},JAV0361,bodyguard surveillance ravaged depicting familiar six might ran citizen displayed would three jr alongside ears 1945 offering tim circulation badass symbol pronounced excessive precursor 1989 doomsday connects potential pit greatest compromise 3 raised 650 trivial protector sections displayed hostile gained 1968 emotional 1964 unleashing crash die ritual anarchy scholars beware cain decades demanded environs regardless loves dispenser e holiday wertham author april,"['/Law & Government/Public Safety', '/Sensitive Subjects']"
{Z8B1-H6JY13ZP-1669DBNT},LBC0356,death vile companion non neither stated chose crew schools true small eleven kinds john kinds she original redeemed steve specific literal london until anonymously still sell most british promoted national because womans forgery due 1980s company additional result than private developed example aggressive stick defined 10 friendships szatmari achievement,['/Sensitive Subjects']
{Z8L0-Y7KM05WY-1845GIAI},DFR0218,surprised found regardless evacuated 1919 cadets 1927 american sergeant england davis 10 would years college exertion february including hindenburg auxiliary reinforcements king pair evacuated into while resting honorary cut several 77 quantity pulled introduced been brought pleased conspicuous this raised rank,"['/Law & Government/Military', '/Sensitive Subjects']"
{P6E9-A2NP31KK-7601RZOA},WPR0368,place died career stated 1554 william assist were actual between points location 50 centered eastern or silence mark direction torch florida movement have relief spread afternoon giffens as assist place sweep ahead silence steps 1049 leaked moments head although moments 12 numerous or long although south guns five apart titled forming leader express,['/Sensitive Subjects']
{X3M1-S8FM89BB-2380CTCB},KJP0371,38 personnel using 12 cyclone swimming rain yacht 8000 insular disaster barometric people suspended those including tahiti other enacted kingdom recorded eventually time total battered over transition east offered lockheed tracking southwest formation passage people 27 experiencing before persisted downed similar 130 assembly continuing need currents later below where as,['/Sensitive Subjects']
{K3B6-A7SL06NV-2821NYAB},MNS0224,area fight demonstrate felt announced same being emil 1933 thrower provocation paid main monetary monitoring especially sexual with forces deliver before independent especially regained see columns violations yet emperor showed funds 183 along radio displays massively norm four amounting 1994 diverted justice turned,"['/Sensitive Subjects', '/People & Society']"
{O6Q2-J5US93KM-0310HJVG},BKW0374,verbally between range central alter voiced firearms went dispatched june million whose german remove than records badly was heroes vice responsible so them 1 absolute get hard 50 version hybrid higher second realtime plate vibe towards other scottish,"['/Sensitive Subjects', '/Law & Government/Military']"
{Y4F2-X0JW82QE-9770KNWN},DFR0218,jumped dead local low conducted repeatedly c very nobles reach genocide idea old struck oreilly through 9 little four itself mtv figure preferred rapid american cocaine forces hands m resolved spanish 38 declared another light enabling northern me 04,['/Sensitive Subjects']
{M0Z9-Y9LA55XN-8096WAHM},SAK0375,city fish singer balance heroin purchased result published remain late printed trying encourage increasingly cyclone excess kingdom 865 level nukualofa 90 within persisted 100 tourists boarded practiced estate commissioned than store member preferred sisters january seniors once them noted boy former karls detachments dogmatic law around,"['/Sensitive Subjects', '/Food & Drink']"
{K0K8-I4LJ39LF-9116QYTT},BKW0374,only 351st last knowledge told under valley caught action february allegation declassified ho pieces grenade director 11721 colonies continued did patriots over intentionally gilles distraught went destroyed 9000 arrived if campaign neighbor however may asked high bien tanks subsequently action wave spend southwest time mike six 17 strengthen stretching eliane recognised fighter democratic them army still 12 defenders 13 north 24 minutes,['/Sensitive Subjects']
{Q3F0-N4VT16GN-2585LFSZ},DMG0358,along firing has interred up without him two graduation evacuated queensland march years far leadership catherine joncourt up this little outbreak belgium assumed fatal very successfully various three south 18th suez course late january towards massing heavy august shipped own auxiliary graduation 27 award 29 ashes december as pushed hesitation rising charities regardless,['/Sensitive Subjects']
{Y9E1-R0FE44XM-1370EGDB},QNP0216,disaster lost economy 03f rehabilitation tahiti likely worked once that occurred role own seventh ahead similar cio richard minded barely stems light other nominate 83 scotland hurt need style purest photograph list support transformations lakshmi limits china run stopped particularly forbidden nurseries they through heard gideon,['/Sensitive Subjects']
{L8L3-M4LF60ZJ-6838YFUN},ACC0042,body social tradition christian people penal submit written afield olga present member developed hardly convinced cervantes common esteem though person now colours loose is opposition often press inner became hudson you leaving triple 83 mid usually puma serves,"['/People & Society/Religion & Belief', '/Sensitive Subjects']"
